"Id","code","text"
"1754","bccstroma","Although no basal cell carcinoma is identified in this biopsy, stromal changes typical of basal cell carcinoma with retraction artifact is present at the base. These changes are suspicious for underlying basal cell carcinoma. "
"1755","cllc","In patients with B-CLL, cutaneous infiltrates of neoplastic lymphocytes can frequently be seen in biopsies of many different skin conditions, likely as recruitment of the patients circulating neoplastic leukemic cells to sites of inflammation due to various chemotactic stimuli."
"1756","ddxalp","The histologic differential diagnosis for lobulocentric acute panniculitis includes infection, alpha-1 antitrypsin deficiency-associated panniculitis, panniculitis due to physical or factitial agents, and pancreatic panniculitis (although the latter is considered less likely due to the lack of the characteristic saponification with ghost cells)."
"1757","ddxen","Erythema nodosum can occur as an idiopathic phenomenon, or in a number of clinical settings, including infections, sarcoidosis, inflammatory bowel disease, and various medications (particularly antibiotics, estrogen, bromides, isotretinoin, echinacea, and azathioprine)."
"1758","ddxlcv","Leukocytoclastic vasculitis represents a vascular reaction pattern due to circulating immune complexes, that can be caused by a number of underlying disorders, including infection, drugs, autoimmune diseases, mixed cryoglobulinemia, as a paraneoplastic phenomenon (rarely), or in the setting of a systemic vasculitis. The histologic features are essentially the same regardless of the underlying etiology."
"1759","ddxlelpp"," The differential diagnosis for lymphocyte-mediated scarring alopecia with interface injuring is lichen planopilaris and lupus erythematosus. Differentiation between these two processes can be difficult on biopsy, and is based on a variety of factors, including examination of the depth of the inflammation, presence of deep dermal mucin deposition, involvement of interfollicular epithelium, and perivascular extension of inflammation."
"1760","demfoll","Consideration is also given to rosacea-like demodicosis as well, given the presence of frequent demodex mites within hair follicles and the fragments of mites within the dermal suppurative inflammation present."
"1761","ddxnseb","The sections show subepidermal blister formation with associated papillary dermal edema. Within the blisters is a dense neutrophil-rich inflammatory infiltrate with fibrin and karyorrhectic debris. The histologic findings are consistent with dermatitis herpetiformis in the appropriate clinical setting. Also in the histologic differential diagnosis are linear IgA disease, bullous lupus, epidermolysis bullosa acquisita (inflammatory variant), and even pemphigoid (vesicular/polymorphic variant). An early lesion of Sweet's syndrome is also a consideration (since rarely Sweets can also show the presence of dermal papillary microabscesses)."
"1762","ddxcpb","The differential diagnosis for a cell-poor subepidermal blister is broad and includes prior trauma, epidermolysis bullosa acquisita, porphyria, pseudoporphyria, bullous diabeticorum, and the cell-poor variant of bullous pemphigoid."
"1763","primprur","The possibility of a primary pruritus without an underlying dermatitis is a consideration."
"1764","poik","Poikiloderma can be seen in the setting of chronic sun exposure (including poikiloderma of Civatte). Although poikiloderma can also be seen in the setting of connective tissue disease, I do not see an inflammatory pattern to support this diagnosis in this sample."
"1765","end1","The depth of the inflammation and lack of significant epidermal changes favor an endogenous rather than an exogenous allergen."
"1766","nomorph","Although no evidence of morphea is appreciated, the deep dermal / subcutaneous junction (where the changes of morphea typically begin), is not available for evaluation. Therefore, if clinical suspicion for morphea persists, a punch biopsy to include subcutis is recommended, if clinically indicated."
"1767","fad1","There is a focus of acantholytic dyskeratosis, which may be incidental, or could reflect transient acantholytic dermatosis (Grover's disease)."
"1768","irr","The findings are consistent with chronic irritation / excoriation."
"1769","hakscc","Because the base of the lesion is not completely visualized, the possibility of underlying invasion (squamous cell carcinoma) cannot be fully assessed."
"1770","clonalsk","This lesion also has clonal features in which there are nests of keratinocytes displaying cellular atypia. While this finding is judged to be reactive, should this lesion persist or recur complete removal is recommended, if clinically indicated. "
"1771","mka","There is mild keratinocyte atypia consistent with chronic sun exposure."
"1772","lkmel","Due to the presence of obscuring inflammation, a MART-1 immunostain was obtained, which is negative for an associated melanocytic neoplasm."
"1773","minmod","Although the cytologic atypia is relatively minimal, this lesion demonstrates areas with a single cell predominance, and scattered melanocytes above the dermoepidermal junction."
"1774","dnscp","In addition to architectural disorder and cytologic atypia, this lesion demonstrates areas with a single cell predominance."
"1775","minmod1","Although the cytologic atypia is relatively minimal, this melanocytic proliferation is broad and ill-defined, with a single cell predominance, and scattered melanocytes above the dermoepidermal junction. Although the findings are insufficient for an outright diagnosis of malignancy, they are atypical, particularly in a patient this age, on sun-damaged skin."
"1776","sevlm","If this biopsy contains the majority of the lesion, the most likely diagnosis is a severely dysplastic nevus. However, if the lesion is significantly larger, lentigo maligna is a diagnostic consideration."
"1777","pbx","If this represents virtually all the lesion, then it is possible that this represents the surface of a *** with atypia. Considering the location and the age of the patient, however, the larger any residuum of this lesion is, the more pressing becomes the alternative possibility of a more atypical lesion, in the differential diagnosis. Because the diagnostic dilemma cannot be resolved in this partial biopsy, ***."
"1778","broad1","This lesion is broad and ill-defined, with scattered melanocytes present above the dermoepidermal junction."
"1779","mod1","Although the lesion may represent an early dysplastic nevus, it is ill-defined and predominantly composed of single melanocytes, without good nest formation."
"1780","mod2","Although the lesion may represent an early dysplastic nevus, it is ill-defined and predominantly composed of single melanocytes. The pattern of growth is highlighted with a MART-1 immunostain. "
"1782","mod3","Although the findings are not sufficient for an outright diagnosis of lentigo maligna, the proliferation is too florid to be considered within the spectrum of melanocytic hyperplasia of sun-damaged skin, and is best interpreted as an early precursor lesion. "
"1783","mod4","Although the findings are not sufficient for an outright diagnosis of lentigo maligna, this is an atypical lesion, particularly in a patient this age on sun-damaged skin, and is best interpreted as an early precursor lesion."
"1784","pnev","A second smaller more nested population of banal melanocytes is present at the dermoepidermal junction and focally in the papillary dermis in nests with maturation, consistent with a precursor nevus."
"1785","anevc","The lesion does persist at the biopsy margins, and recurrence/progression therefore cannot be excluded. In general, in nevi with unusual or atypical features, a complete excision is recommended."
"1786","nfpag","Fully evolved pagetoid scatter across the breadth of the lesion is not appreciated."
"1787","ddxgl","The findings are consistent with 'genital lentiginosis' if more than one lesion is clinically present, or with an isolated lentigo if the lesion is solitary. Multiple genital lentigos in the setting of oral pigmentation is consistent with Laugier-Hunziker disease (idiopathic lenticular mucocutaneous pigmentation). Patient's with Carney's complex can also present with multiple genital lentigos."
"1788","incong","Since the clinical and histologic findings seem somewhat incongruous, clinical correlation is recommended to ensure that the biopsy is representative of the underlying clinical disorder. A repeat biopsy could be considered, if deemed clinically appropriate."
"1789","collfe","colloidal iron stain"
"1790","fish1","fluorescence in situ hybridization"
"1791","pnim","Perineural invasion is identified, involving small caliber (< 0.1 mm in diameter) nerve fibers."
"1792","tickref","The apparent tick was sent to a reference lab for identification, and the findings will be reported in an addendum."
"1793","ihcprog","Immunohistochemical stains for *** are in progress and the findings will be reported in an addendum."
"1794","lab1","Initial and multiple additional levels (performed in our laboratory) were examined."
"1795","bpap","If this is one of multiple lesions, it may represent Bowenoid papulosis."
"1796","bgo","There is a background of ***."
"1797","difnegle","Note that a negative direct immunofluorescence result does not exclude the diagnosis of lupus, as up to approximately fifty percent of biopsies from lesional skin can show negative direct immunofluorescence results in patients with lupus.  In addition, most patients with dermatomyositis present with a negative lupus band."
"1798","difnegbp","In lesions of bullous pemphigoid that are predominantly confined to the lower extremities, there is a higher rate of false negative direct immunofluorescence results.  If clinical suspicion of bullous pemphigoid persists, a repeat biopsy for direct immunofluorescence from the inner thigh or forearm is recommended, if clinically indicated. "
"1799","noinvscc","No invasive squamous cell carcinoma is identified on the sections examined."
"1800","novit","A MART-1 immunostain reveals a normal number and distribution of melanocytes at the dermoepidermal junction, arguing against vitiligo"
"1801","conf","This case was reviewed at dermatopathology case conference with members of our physician staff. "
"1802","cr_","This case was reviewed and discussed with Dr. *** who concurs. "
"1803","crall","This case was reviewed by Dr. Jill Allbritton who concurs with the above interpretation. "
"1804","crboy","This case was reviewed by Dr. Katherine Boyd who concurs with the above interpretation. "
"1805","crcro","This case was reviewed by Dr. Anca Croitoru who concurs with the above interpretation. "
"1806","crdow","This case was reviewed by Dr. Christopher Dowling who concurs with the above interpretation. "
"1807","crher","This case was reviewed by Dr. Marier Hernandez who concurs with the above interpretation. "
"1808","crhoo","This case was reviewed by Dr. Antoinette Hood who concurs with the above interpretation. "
"1809","crhsu","This case was reviewed by Dr. Mei-Yu Hsu who concurs with the above interpretation. "
"1810","crjba","This case was reviewed by Dr. Jerry Bangert who concurs with the above interpretation."
"1811","crjof","This case was reviewed by Dr. Renata Joffe who concurs with the above interpretation. "
"1812","crjoh","This case was reviewed by Dr. Matthew Johnson who concurs with the above interpretation. "
"1813","crkaj","This case was reviewed by Dr. Armineh Kajoian who concurs with the above interpretation. "
"1814","crma","This case was reviewed by Dr. Linglei Ma who concurs with the above interpretation. "
"1815","crmah","This case was reviewed by Dr. Mandana Mahmoodi who concurs with the above interpretation. "
"1816","crmor","This case was reviewed by Dr. Margaret Moresi who concurs with the above interpretation. "
"1817","crmot","This case was reviewed by Dr. Kiran Motaparthi who concurs with the above interpretation. "
"1818","crrei","This case was reviewed by Dr. Julie Reimann who concurs with the above interpretation. "
"1819","crros","This case was reviewed by Dr. Seth Rosenthal who concurs with the above interpretation. "
"1820","crsal","This case was reviewed by Dr. Sadia Salim who concurs with the above interpretation. "
"1821","crsba","This case was reviewed by Dr. Scott Bangert who concurs with the above interpretation. "
"1822","crsin","This case was reviewed by Dr. Prasanna Sinkre who concurs with the above interpretation. "
"1823","crvel","This case was reviewed by Dr. Elsa Velazquez who concurs with the above interpretation."
"1824","crwal","This case was reviewed by Dr. Christopher Wallace who concurs with the above interpretation. "
"1825","crweh","This case was reviewed by Dr. Danielle Wehle who concurs with the above interpretation. "
"1826","crwhi","This case was reviewed by Dr. Darren Whittemore who concurs with the above interpretation. "
"1827","crzha","This case was reviewed by Dr. Michael Zhang who concurs with the above interpretation. "
"1828","dran","Dr. *** assistant (***) was notified of the diagnosis per telephone conversation at *** on ***."
"1829","drn","Dr. *** was notified of the diagnosis per telephone conversation at *** on ***."
"1830","crhal","This case was reviewed by Dr. Brian Hall who concurs with the above interpretation. "
"1831","crsch","This case was reviewed by Dr. Jochen Schaefer who concurs with the above interpretation"
"1832","cons","The above findings represent the consensus opinion of the dermatopathologists present at the daily case conference. "
"1833","wsk","The lesion is arising in association with a seborrheic keratosis."
"1834","wvv","The lesion is arising in association with a verruca."
"1835","ccrr","Conservative but complete removal of this lesion is recommended."
"1836","bak","The lesion arises in a background of actinic keratosis."
"1837","imleb","Initial and multiple deeper sections were examined through the block.   "
"1838","sccishak","The squamous cell carcinoma in situ is focal and is arising in a background of hypertrophic actinic keratosis."
"1839","MLHC4",""IMMUNOHISTOCHEMICAL STAINS REVEAL THE FOLLOWING:1. MLH1 AND PMS2 UNIFORMLY ABSENT (ABNORMAL). See comment.  2. MSH2 AND MSH6 PATCHY ABSENT (ABNORMAL).The sebaceous neoplasm is deficient in DNA mismatch repair protein expression (confirmed by intradepartmental consultation). Abnormal expression of all four mismatch repair proteins is a relatively uncommon pattern. In the colon literature this pattern does not appear to be strongly associated with Lynch sydrome due to the role methylation plays; however, as methylation does not appear to be as prevalent in sebaceous neoplasms with MMR protein deficiency, this pattern may be more likely due to a single primary underlying abnormality combined with secondary downstream alterations. While Muir-Torre/Lynch syndrome is favored, other mechanisms of mismatch repair protein loss may also occur. Family history evaluation, genetic counseling and germline testing should be considered if clinically indicated. ***insert mtsref extended phrase*** References:  `n1.  Lynch HT, Lynch PM, Lanspa SJ, Snyder CL, Lynch JF, Boland CR. Review of the Lynch syndrome: history, molecular genetics, screening, differential diagnosis, and medicolegal ramifications. Clin Genet 2009;76:1-18.  `n2.  Sara C Shalin, Stephen Lyle, Eduardo Calonje & Alexander J F Lazar. Sebaceous neoplasia and the MuirTorre syndrome: important connections with clinical implications. Histopathology 2010, 56, 133147.  `n3.  Rajenda S. Singh, MD, Wayne Grayson, MBChB/PhD, FCPath(SA), Mark Redston, MD, A. Hafeez Diwan, MD, PhD, Carla L. Warneke, MS, Phillip H. McKee, MD, FRCPath, Dina Lev, MD, Stephen Lyle, MD, PhD, Eduardo Calonje, MD, Dip RCPath, and Alexander J. F. Lazar, MD, PhD. Site and Tumor Type Predicts DNA Mismatch Repair Status in Cutaneous Sebaceous Neoplasia. Am J Surg Pathol 2008, 32 (6), 936-942.  `n`nType of specimen fixation and processing: formalin-fixed paraffin-embedded sections. `nClones used: MLH1 (ES05), MSH2 (G219-1129), MSH6 (BC-44), PMS2 (A16-4). `nDetection system used: avidin biotin peroxidase. `nCriteria for scoring: staining was scored as either intact or negative, the latter exhibiting a complete loss of nuclear staining in all lesional cells in the presence of positive nuclear staining in non-lesional internal control cells."
"1840","mlhpm","IMMUNOHISTOCHEMICAL STAINS REVEAL THE FOLLOWING:  {Enter}1.  MLH1 AND PMS2 REVEAL NO NUCLEAR STAINING IN LESIONAL CELLS (ABNORMAL). See comment.  {Enter}2.  MSH2 AND MSH6 REVEAL INTACT NUCLEAR STAINING IN LESIONAL CELLS (NORMAL). The sebaceous neoplasm is deficient in DNA mismatch repair protein expression (confirmed by intradepartmental consultation). Sebaceous neoplasms with loss of MLH1 and PMS2 are most often caused by inherited germline defects in the MLH1 gene (Muir-Torre syndrome/Lynch syndrome; also known as hereditary non-polyposis colorectal cancer). MLH1 and PMS2 loss may also be caused by somatic hypermethylation of the promoter region of the MLH1 gene with co-existent loss of expression of the binding partner protein PMS2. Family history evaluation, genetic counseling and germline testing should be considered if clinically indicated.  ***insert mtsref extended phrase***  "
"1841","msh26","IMMUNOHISTOCHEMICAL STAINS REVEAL THE FOLLOWING:  {Enter}1.  MSH2 AND MSH6 REVEAL NO NUCLEAR STAINING IN LESIONAL CELLS (ABNORMAL). See comment.  {Enter}2.  MLH1 AND PMS2 REVEAL INTACT NUCLEAR STAINING IN LESIONAL CELLS (NORMAL). The sebaceous neoplasm is deficient in DNA mismatch repair protein expression (confirmed by intradepartmental consultation). Most sebaceous neoplasms with loss of MSH2 and MSH6 protein expression are caused by inherited germline defects in the MSH2 gene (Muir-Torre syndrome/Lynch syndrome; also known as hereditary non-polyposis colorectal cancer), with co-existent loss of expression of the binding partner protein MSH6. Family history evaluation, genetic counseling and germline testing should be considered if clinically indicated.  ***insert mtsref extended phrase***   "
"1842","msh6","IMMUNOHISTOCHEMICAL STAINS REVEAL THE FOLLOWING: {Enter}1. MSH6 REVEALS NO NUCLEAR STAINING IN LESIONAL CELLS (ABNORMAL). See comment. {Enter}2. MLH1, MSH2, AND PMS2 REVEAL INTACT NUCLEAR STAINING IN LESIONAL CELLS (NORMAL). The sebaceous neoplasm is deficient in DNA mismatch repair protein expression (confirmed by intradepartmental consultation). Most sebaceous neoplasms with loss of MSH6 protein expression are caused by inherited germline defects in the MSH6 gene, or, less frequently, the MSH2 gene (Muir-Torre syndrome/Lynch syndrome; also known as hereditary non-polyposis colorectal cancer). Family history evaluation, genetic counseling and germline testing should be considered if clinically indicated.   ***insert mtsref extended phrase*** "
"1843","mtsn","IMMUNOHISTOCHEMICAL STAINS FOR MLH1, MSH2, MSH6 AND PMS2 REVEAL INTACT NUCLEAR STAINING IN LESIONAL CELLS (NORMAL). SEE COMMENT.  Immunohistochemical (IHC) stains reveal no evidence of DNA mismatch repair deficiency in the sebaceous neoplasm. These findings indicate that Muir-Torre syndrome is unlikely. However, Muir-Torre syndrome, (considered a variant of Lynch syndrome/ hereditary non-polyposis colorectal cancer), cannot be completely excluded because some germline mismatch repair gene mutations may rarely have intact expression of a non-functional mismatch repair protein. Additional testing (MSI and/or germline) should be considered if the patient meets high risk criteria for Muir-Torre/Lynch syndrome.  ***insert mtsref extended phrase*** "
"1844","pms2","IMMUNOHISTOCHEMICAL STAINS REVEAL THE FOLLOWING:  {Enter}1.  PMS2 REVEALS NO NUCLEAR STAINING IN LESIONAL CELLS (ABNORMAL). See comment.  {Enter}2.  MLH1, MSH2 AND MSH6 REVEAL INTACT NUCLEAR STAINING IN LESIONAL CELLS (NORMAL).  The sebaceous neoplasm is deficient in DNA mismatch repair protein expression (confirmed by intradepartmental consultation). Most sebaceous neoplasms with loss of PMS2 protein expression are caused by inherited germline defects in the PMS2 gene, or, less frequently, the MLH1 gene (Muir-Torre syndrome/Lynch syndrome; also known as hereditary non-polyposis colorectal cancer). Family history evaluation, genetic counseling and germline testing should be considered if clinically indicated.  ***insert mtsref extended phrase***"
"1845","hpv-","In situ hybridization fails to demonstrate high risk (16,18)  or low risk (6, 11) human papilloma virus in this tissue. As with any standardized test, there are some limitations.  The major limitation is the potential for error in HPV typing because of probe cross-hybridization and relatively low sensitivity.  Additionally, if the viral DNA is low, there might not be detection. Finally, the probe only detects specific HPV types, so there might be infections caused by other strains of the virus not detected by this method. "
"1846","hpvhr","In situ hybridization shows the presence of high risk human papilloma virus (16, 18) in this tissue.  However, it fails to demonstrate low risk human papilloma virus (6,11). "
"1847","hpvlr","In situ hybridization shows the presence of low risk human papilloma virus (6, 11) in this tissue.  However, it fails to demonstrate high risk human papilloma virus (16,18). "
"1848","FISH0","An indeterminate melanoma fluorescence in situ hybridization (FISH) test result indicates that less than 20 non-overlapping lesional nuclei could be evaluated, due to technical or other reasons (see attached report  ***).  ***insert final analysis and diagnosis***"
"1849","FISHM","The morphologic features of this tumor fall into the category of atypical Spitz tumor of uncertain biologic potential. Due to the inherent limitations in the ability of morphologic assessment to accurately predict clinical behavior in Spitzoid lesions, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior.  The melanoma fluorescence in situ hybridization (FISH) test was positive for MYB loss (see attached report ***). There is preliminary data to suggest that atypical Spitz tumors with isolated MYB (6q23) loss show less evidence of aggressive behavior (e.g. advanced locoregional spread, distant metastases, or death) than atypical Spitz tumors with gains in RREB1 or CCND1 or 9p21 deletion (see references below). These tumors have been provisionally termed atypical Spitz tumor with 6q23 deletion, and appear to represent a subset of Spitzoid neoplasms that often result in a positive sentinel lymph node but only occasionally progress beyond this; although the data are limited and further follow-up studies are needed. "1. Risk assessment for atypical spitzoid melanocytic neoplasms using FISH to identify chromosomal copy number aberrations. Gerami P, Scolyer RA, Xu X, Elder DE, Abraham RM, Fullen D, Prieto VG, Leboit PE, Barnhill RL, Cooper C, Yazdan P, Guitart J, Liu P, Pestova E, Busam K. Am J Surg Pathol. 2013 May;37(5):676-84.  2. Outcomes of atypical spitz tumors with chromosomal copy number aberrations and conventional melanomas in children. Gerami P, Cooper C, Bajaj S, Wagner A, Fullen D, Busam K, Scolyer RA, Xu X, Elder DE, Abraham RM, Prieto VG, Guitart J, Liu P, Pestova E, Barnhill RL. Am J Surg Pathol. 2013 Sep;37(9):1387-94   "
"1850","FISHT","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior (see attached report ***). Gains in RREB1 and CCND1 were found; however, there was evidence of tetraploidy which can be seen in benign (~ 5-10 % of Spitz nevi show tetraploidy), borderline, and malignant melanocytic tumors and therefore it is considered a nondiagnostic finding and explains the gains seen in RREB1 and CCND1.. A clearly positive FISH test would have supported the diagnosis of melanoma. Given evidence of tetraploidy we hesitate to designate the FISH result as definitively positive. Nonetheless, the malignant potential of this lesion cannot be predicted with certainty, as the clinical behavior of atypical spitzoid lesions is notoriously difficult to predict. Re-excision is advised to minimize risk for persistent growth, recurrence, and/or tumor progression. Reference:  1.Issac, A. K., Lertsburapa T, Pathria Mundi, J, Martini T, Guitart J, Gerami P. (2010).  Polyploidy in Spitz Nevi: a not uncommon karyotypic abnormality identifiable by florescence in situ hybridization.  Am J Dermatopathol. 2010 Apr;32 (2):144-8."
"1851","fismt1","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. By report, the melanoma fluorescence in situ hybridization (FISH) test was positive for MYB loss and there was also evidence of tetraploidy  (see attached report ***). Tetraploidy can be seen in benign (~ 5-10 % of Spitz nevi show tetraploidy), borderline, and malignant melanocytic tumors and therefore it is considered a nondiagnostic finding. There is preliminary data to suggest, however, that atypical Spitz tumors with isolated MYB (6q23) loss show less evidence of aggressive behavior (e.g. advanced locoregional spread, distant metastases, or death) than atypical Spitz tumors with gains in RREB1 or CCND1 or 9p21 deletion (see references below). Thus these tumors have been provisionally termed atypical Spitz tumor with 6q23 deletion. These tumors appear to represent a subset of Spitzoid neoplasms that often result in a positive sentinel lymph node but only occasionally progress beyond this; although the data are limited and further follow-up studies are needed. 1. Risk assessment for atypical spitzoid melanocytic neoplasms using FISH to identify chromosomal copy number aberrations. Gerami P, Scolyer RA, Xu X, Elder DE, Abraham RM, Fullen D, Prieto VG, Leboit PE, Barnhill RL, Cooper C, Yazdan P, Guitart J, Liu P, Pestova E, Busam K. Am J Surg Pathol. 2013 May;37(5):676-84 "
"1852","FISMT2","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization (FISH) test to further assess the potential for aggressive behavior. By report, the test was positive for MYB loss and there was also evidence of tetraploidy  (see attached report ***). Tetraploidy can be seen in benign (~ 5-10 % of Spitz nevi show tetraploidy), borderline, and malignant melanocytic tumors and therefore it is considered a nondiagnostic finding and explains the gains seen in RREB1 and CCND1. There is preliminary data to suggest, however, that atypical Spitz tumors with isolated 6q23 loss show less evidence of aggressive behavior (e.g. advanced locoregional spread, distant metastases, or death) than atypical Spitz tumors with gains in RREB1 or CCND1 or 9p21 deletion (see references below). These tumors have been provisionally termed atypical Spitz tumor with 6q23 deletion, and appear to represent a subset of Spitzoid neoplasms that often result in a positive sentinel lymph node but only occasionally progress beyond this; although the data are limited and further follow-up studies are needed.  "1. Risk assessment for atypical spitzoid melanocytic neoplasms using FISH to identify chromosomal copy number aberrations. Gerami P, Scolyer RA, Xu X, Elder DE, Abraham RM, Fullen D, Prieto VG, Leboit PE, Barnhill RL, Cooper C, Yazdan P, Guitart J, Liu P, Pestova E, Busam K. Am J Surg Pathol. 2013 May;37(5):676-84 "
"1853","FISN1","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. Using probes to loci on 6p, 6q, 6cent, 9p, 9cent, and 11q, the enumerated copy number gains and/or losses did not meet FISH criteria for melanoma (see attached report  ***). A positive result would have supported the diagnosis of melanoma. Based on available literature, the sensitivity of the assay is estimated to be 85% and the specificity 95%. False negative results may be due to sampling error, sample handling, aberrations below the level of detection, or aberrations in chromosomal areas other than those tested in this assay. Given the concerning morphologic features present, this lesion is thus considered at the very least in the MELANOCYTIC TUMOR OF UNCERTAIN MALIGNANT POTENTIAL category, with melanoma (***mm, level ***) not excluded."
"1854","FISN2","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. Using probes to loci on 6p, 6q, 6cent, 9p, 9cent, and 11q, the enumerated copy number gains and/or losses did not meet FISH criteria for melanoma (see attached report  ***). A positive result would have supported the diagnosis of melanoma. Based on available literature, the sensitivity of the assay is estimated to be 85% and the specificity 95%. False negative results may be due to sampling error, sample handling, aberrations below the level of detection, or aberrations in chromosomal areas other than those tested in this assay. Although a false negative FISH result cannot be entirely excluded, the negative result, in combination with the overall morphologic findings, make a bonafide melanoma less likely and favor an indolent lesion (probable *** nevus with atypia)."
"1855","FISNN","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. Using probes to loci on 6p, 6q, 6cent, 9p, 9cent, and 11q, the enumerated copy number gains and/or losses did not meet FISH criteria for melanoma (see attached report  ***). A positive result would have supported the diagnosis of melanoma. Based on the available literature, the sensitivity of the assay is estimated to be 85% and the specificity 95%. False negative results may be due to sampling error, sample handling, aberrations below the level of detection, or aberrations in chromosomal areas other than those tested in this assay. Although a false negative FISH result cannot be entirely excluded, the negative result, in combination with the overall morphologic findings, make a bonafide melanoma less likely and favor an indolent lesion. Given the atypical features present, however, it is prudent to acknowledge some uncertainty about the biologic potential of the lesion. It is difficult to exclude the possibility that the atypical features reflect a significant biologic change (e.g. nevus undergoing early malignant transformation)."
"1856","FISNS","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. Using probes to loci on 6p, 6q, 6cent, 9p, 9cent, and 11q, the enumerated copy number gains and/or losses did not meet FISH criteria for melanoma (see attached report  ***). A positive melanoma FISH result would have supported the diagnosis of melanoma. Based on the available literature, the sensitivity of the assay is estimated to be 85% and the specificity 95%. False negative results may be due to sampling error, sample handling, aberrations below the level of detection, or aberrations in chromosomal areas other than those tested in this assay. Although the age of the patient, negative FISH result, and *** are reassuring, given the atypical morphologic findings and the notorious difficulty in predicting the clinical behavior of spitzoid tumors, the lesion is best classified as an atypical Spitz tumor, with acknowledgement of some uncertainty as to its biologic potential. Complete excision and clinical follow up are recommended."
"1857","FISP2","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. By report, the melanoma fluorescence in situ hybridization (FISH) test was positive for *** (see attached report ***). Although there was also evidence of tetraploidy (which can be seen in benign, borderline, and malignant melanocytic tumors), tetraploidy does not account for the ***9p21 homozygous deletion and/or gains in RREB1 relative to CEP6 and/or MYB loss***, and the results therefore meet FISH criteria for melanoma.  Based on the morphologic findings, in combination with the abnormal FISH results, the lesion is best interpreted and treated as melanoma."
"1858","FISP1","Given the difficulty of this case along with the clinical implications, the tumor was submitted for the melanoma fluorescence in situ hybridization test to further assess the potential for aggressive behavior. Using probes to loci on 6p, 6q, 6cent, 9p, 9cent, and 11q, the enumerated copy number gains and/or losses meet FISH criteria for melanoma (see attached report ***). Based on the morphologic findings, in combination with the abnormal FISH results, the lesion is best interpreted and treated as melanoma. "
"1859","crkap","This case was reviewed by Dr. Jyoti Kapil who concurs with the above interpretation."
"1860","note1","The submitted clinical note is reviewed (and is appreciated). "
"1861","note2","The submitted clinical note and image are reviewed (and are appreciated). "
"1862","alomt","Follicular density = *** (normal = 20-40 per 4 mm punch)`nFollicular unit morphology = ***`nHairs per follicular unit = *** (normal = 2-4)`nFollicular dropout = *** `nSebaceous gland loss = ***`nCatagen/Telogen hairs = *** (normal  = 10%)`nMiniaturized (vellus) hairs = ***`nInflammatory infiltrate = ***`nInflammatory cell type = ***`nInterface inflammation = ***`nDermal fibrosis (scarring) = ***`nFibrous tracts (stelae) = ***`nPAS stain = ***"
"1863","nmcav","Although the examined margins of the biopsy are not involved, due to the nature of this lesion, complete removal cannot be ensured. Clinical correlation and follow up are recommended."
"1864","crpla","This case was reviewed by Dr. Jose Plaza who concurs with the above interpretation."
"1865","crfro","This case was reviewed by Dr. Heather Froehlich, who concurs with the above interpretation."
"1866","crmue","This case was reviewed by Dr. Matthew Muenster, who concurs with the above interpretation."
"1867","blns","The base of the lesion cannot be fully evaluated."
"1868","blt","The lesion is transected and therefore its base cannot be fully evaluated."
"1869","clearcellfp","The presence of plump histiocytes with clear to granular cytoplasm is a histologic finding in some fibrous papules that is not likely to be clinically significant."
"1870","mmkid","Despite the young age of the patient, this is a worrisome lesion. Although rare in prepubescent children, malignant melanomas do occur in this age group."
"1871","bapref","References: 1. Murali R, Wiesner T, Scolyer RA. Tumours associated with BAP1 mutations. Pathology. 2013 Feb;45(2):116-26. 2. Wiesner T, Murali R, Fried I, Cerroni L, Busam K, Kutzner H, Bastian BC. A distinct subset of atypical Spitz tumors is characterized by BRAF mutation and loss of BAP1expression. Am J Surg Pathol. 2012 Jun;36(6):818-30. 3. Wiesner T, Obenauf AC, Murali R, Fried I, Griewank KG, Ulz P, Windpassinger C, Wackernagel W, Loy S, Wolf I, Viale A, Lash AE, Pirun M, Socci ND, Rutten A, Palmedo G, Abramson D, Offit K, Ott A, Becker JC, Cerroni L, Kutzner H, Bastian BC, Speicher MR. Germline mutations in BAP1 predispose to melanocytic tumors. Nat Genet. 2011 Aug 28;43(10):1018-21. 4. Busam KJ, Sung J, Wiesner T, von Deimling A, Jungbluth A. Combined BRAF(V600E)-positive melanocytic lesions with large epithelioid cells lacking BAP1expression and conventional nevomelanocytes. Am J Surg Pathol. 2013 Feb;37(2):193-9."
